Descrip,CaseID,Agency,Date,Location,City,State,latitude,longitude,LatLong
SUSPICIOUS PERSON,O0602001502,Charlotte-Mecklenburg Police,6/2/2014 0:15,8400 BLOCK N TRYON ST,Charlotte,North Carolina,35.302319,-80.751931,35.302319:-80.751931
SUSPICIOUS PERSON,O0602001100,Charlotte-Mecklenburg Police,6/2/2014 0:11,6700 BLOCK FARTHINGTON CR,Charlotte,North Carolina,35.147529,-80.885047,35.147529:-80.885047
VANDALISM,20140602-0001-02,Charlotte-Mecklenburg Police,6/2/2014 0:01,4500 BLOCK N TRYON ST,Charlotte,North Carolina,35.257014,-80.79106,35.257014:-80.79106
AGGRAVATED ASSAULT-GUN,20140601-2349-00,Charlotte-Mecklenburg Police,6/1/2014 23:49,7300 BLOCK CREEKWOOD QUORUM DR,Charlotte,North Carolina,35.160828,-80.741716,35.160828:-80.741716
SUSPICIOUS PERSON,O0601234800,Charlotte-Mecklenburg Police,6/1/2014 23:48,6600 BLOCK WENDA PL,Charlotte,North Carolina,35.185609,-80.738021,35.185609:-80.738021
SUSPICIOUS VEHICLE,O0601234402,Charlotte-Mecklenburg Police,6/1/2014 23:44,REID MEADOWS DR & TUCKASEEGEE RD,Charlotte,North Carolina,35.24691,-80.914286,35.24691:-80.914286
RESIDENTIAL BURGLARY,20140601-2326-01,Charlotte-Mecklenburg Police,6/1/2014 23:26,1100 BLOCK WHITE PLAINS RD,Charlotte,North Carolina,35.274654,-80.789599,35.274654:-80.789599
NON-AGGRAVATED ASSAULT,20140601-2322-01,Huntersville Police,6/1/2014 23:22,8600 BLOCK FOX TAIL LN,Charlotte,North Carolina,35.402178,-80.887446,35.402178:-80.887446
SUSPICIOUS PERSON,O0601230401,Charlotte-Mecklenburg Police,6/1/2014 23:04,4700 BLOCK BEAM RD,Charlotte,North Carolina,35.189025,-80.93024,35.189025:-80.93024
SUSPICIOUS PERSON,O0601230302,Charlotte-Mecklenburg Police,6/1/2014 23:03,3400 BLOCK BETTERTON LN,Charlotte,North Carolina,35.31723,-80.801202,35.31723:-80.801202
NON-AGGRAVATED ASSAULT,20140601-2255-00,Charlotte-Mecklenburg Police,6/1/2014 22:55,600 BLOCK FAIRWOOD AV,Charlotte,North Carolina,35.205345,-80.874967,35.205345:-80.874967
STRONG ARM ROBBERY,20140601-2252-01,Charlotte-Mecklenburg Police,6/1/2014 22:52,8500 BLOCK PARKLAND CR,Charlotte,North Carolina,35.206061,-80.723759,35.206061:-80.723759
RESIDENTIAL BURGLARY,20140601-2251-00,Charlotte-Mecklenburg Police,6/1/2014 22:51,2800 BLOCK BARRINGER DR,Charlotte,North Carolina,35.210892,-80.881939,35.210892:-80.881939
SUSPICIOUS VEHICLE,O0601224800,Charlotte-Mecklenburg Police,6/1/2014 22:48,3900 BLOCK FERNLEDGE CT,Charlotte,North Carolina,35.332931,-80.832251,35.332931:-80.832251
SUSPICIOUS VEHICLE,O0601223403,Charlotte-Mecklenburg Police,6/1/2014 22:34,2800 BLOCK BOYER ST,Charlotte,North Carolina,35.229385,-80.924485,35.229385:-80.924485
NON-AGGRAVATED ASSAULT,20140601-2231-02,Charlotte-Mecklenburg Police,6/1/2014 22:31,10000 BLOCK EARNEY DR,Charlotte,North Carolina,35.315705,-80.95642,35.315705:-80.95642
AGGRAVATED ASSAULT-GUN,20140601-2223-01,Charlotte-Mecklenburg Police,6/1/2014 22:23,6000 BLOCK TIMBERTOP LN,Charlotte,North Carolina,35.24172,-80.669917,35.24172:-80.669917
ALCOHOL VIOLATION-OTHER,20140601-2219-00,Huntersville Police,6/1/2014 22:19,14200 BLOCK LITHGOW PL,Charlotte,North Carolina,35.405515,-80.868066,35.405515:-80.868066
LARCENY-OTHER,20140601-2208-00,Charlotte-Mecklenburg Police,6/1/2014 22:08,15300 BLOCK DEHAVILLAND DR,Charlotte,North Carolina,35.10734,-80.997879,35.10734:-80.997879
AGGRAVATED ASSAULT-GUN,20140601-2150-01,Charlotte-Mecklenburg Police,6/1/2014 21:50,6300 BLOCK SUNSTONE DR,Charlotte,North Carolina,35.298953,-80.841796,35.298953:-80.841796
CONCEALED WEAPON-CUTTING INSTRUMENT,20140601-2140-00,Charlotte-Mecklenburg Police,6/1/2014 21:40,2100 BLOCK CATHERINE SIMMONS AV,Charlotte,North Carolina,35.264037,-80.85186,35.264037:-80.85186
LARCENY-SHOPLIFTING,20140601-2138-01,Charlotte-Mecklenburg Police,6/1/2014 21:38,2800 BLOCK N GRAHAM ST,Charlotte,North Carolina,35.256326,-80.822984,35.256326:-80.822984
NON-AGGRAVATED ASSAULT,20140601-2136-02,Charlotte-Mecklenburg Police,6/1/2014 21:36,1400 BLOCK TOM HUNTER RD,Charlotte,North Carolina,35.278039,-80.78962,35.278039:-80.78962
LARCENY OF BICYCLE,20140601-2134-00,Charlotte-Mecklenburg Police,6/1/2014 21:34,13400 BLOCK LITTLE ABBEY LN,Charlotte,North Carolina,35.103815,-80.992862,35.103815:-80.992862
SUSPICIOUS PERSON,O0601212902,Charlotte-Mecklenburg Police,6/1/2014 21:29,1900 BLOCK AYRSLEY TOWN BV,Charlotte,North Carolina,35.136902,-80.929496,35.136902:-80.929496
LARCENY FROM BUILDING,20140601-2123-00,Charlotte-Mecklenburg Police,6/1/2014 21:23,5000 BLOCK TRITTON PL,Charlotte,North Carolina,35.187546,-80.711256,35.187546:-80.711256
SUSPICIOUS VEHICLE,O0601211402,Charlotte-Mecklenburg Police,6/1/2014 21:14,1800 BLOCK SUMMEY AV,Charlotte,North Carolina,35.185673,-80.775815,35.185673:-80.775815
SEX OFFENSE-CRIME AGAINST NATURE,20140601-2111-01,Charlotte-Mecklenburg Police,6/1/2014 21:11,300 BLOCK VERBENA ST,Charlotte,North Carolina,35.184517,-80.882028,35.184517:-80.882028
SUSPICIOUS PERSON,O0601210401,Charlotte-Mecklenburg Police,6/1/2014 21:04,4500 BLOCK APPLEGATE RD,Charlotte,North Carolina,35.180571,-80.870851,35.180571:-80.870851
NON-AGGRAVATED ASSAULT,20140601-2100-03,Charlotte-Mecklenburg Police,6/1/2014 21:00,1600 BLOCK ANDERSON ST,Charlotte,North Carolina,35.241903,-80.790078,35.241903:-80.790078
SUSPICIOUS PERSON,O0601205301,Charlotte-Mecklenburg Police,6/1/2014 20:53,RUMSON CT & WINGDALE DR,Charlotte,North Carolina,35.287072,-80.714072,35.287072:-80.714072
SUSPICIOUS PERSON,O0601204401,Charlotte-Mecklenburg Police,6/1/2014 20:44,6500 BLOCK FREE THROW LN,Charlotte,North Carolina,35.162664,-80.90058,35.162664:-80.90058
STRONG ARM ROBBERY,20140601-2042-00,Charlotte-Mecklenburg Police,6/1/2014 20:42,8900 BLOCK LENOX POINTE DR,Charlotte,North Carolina,35.133185,-80.937502,35.133185:-80.937502
FRAUD,20140601-2030-02,Charlotte-Mecklenburg Police,6/1/2014 20:30,6600 BLOCK DWIGHTWARE BV,Charlotte,North Carolina,35.207549,-80.688623,35.207549:-80.688623
LARCENY-OTHER,20140601-2025-04,Charlotte-Mecklenburg Police,6/1/2014 20:25,2400 BLOCK N DAVIDSON ST,Charlotte,North Carolina,35.240954,-80.812872,35.240954:-80.812872
NON-AGGRAVATED ASSAULT,20140601-2025-00,Charlotte-Mecklenburg Police,6/1/2014 20:25,5100 BLOCK CRANE POINT DR,Charlotte,North Carolina,35.195288,-80.703277,35.195288:-80.703277
FRAUD,20140601-2025-01,Charlotte-Mecklenburg Police,6/1/2014 20:25,1400 BLOCK VANCOUVER DR,Charlotte,North Carolina,35.274657,-80.79,35.274657:-80.79
LARCENY FROM AUTO,20140601-2023-02,Charlotte-Mecklenburg Police,6/1/2014 20:23,3800 BLOCK JOHNSTON OEHLER RD,Charlotte,North Carolina,35.366968,-80.768123,35.366968:-80.768123
SUSPICIOUS VEHICLE,O0601202100,Charlotte-Mecklenburg Police,6/1/2014 20:21,7000 BLOCK OLD MT HOLLY RD,Charlotte,North Carolina,35.281137,-80.92307,35.281137:-80.92307
SUSPICIOUS PERSON,O0601202103,Charlotte-Mecklenburg Police,6/1/2014 20:21,2500 BLOCK WHITEHALL ESTATES DR,Charlotte,North Carolina,35.148966,-80.927307,35.148966:-80.927307
TRESPASS,20140601-2013-00,Charlotte-Mecklenburg Police,6/1/2014 20:13,1400 BLOCK HAMILTON ST,Charlotte,North Carolina,35.24371,-80.842933,35.24371:-80.842933
VANDALISM,20140601-2012-00,Charlotte-Mecklenburg Police,6/1/2014 20:12,15500 BLOCK RATHANGAN DR,Charlotte,North Carolina,35.094671,-80.987643,35.094671:-80.987643
SUSPICIOUS PERSON,O0601201202,Charlotte-Mecklenburg Police,6/1/2014 20:12,6300 BLOCK PARK SOUTH DR,Charlotte,North Carolina,35.145587,-80.84522,35.145587:-80.84522
NON-AGGRAVATED ASSAULT,20140601-2009-05,Charlotte-Mecklenburg Police,6/1/2014 20:09,400 BLOCK BUNGALOW RD,Charlotte,North Carolina,35.250806,-80.872015,35.250806:-80.872015
NON-AGGRAVATED ASSAULT,20140601-2002-01,Charlotte-Mecklenburg Police,6/1/2014 20:02,1600 BLOCK HERRIN AV,Charlotte,North Carolina,35.240138,-80.791593,35.240138:-80.791593
POSSESSION OF MARIJUANA,20140601-1959-00,Huntersville Police,6/1/2014 19:59,16900 BLOCK BIRKDALE COMMONS PY,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
LARCENY FROM AUTO,20140601-1954-02,Charlotte-Mecklenburg Police,6/1/2014 19:54,2800 BLOCK BELMEADE DR,Charlotte,North Carolina,35.278446,-80.972956,35.278446:-80.972956
SUSPICIOUS VEHICLE,O0601194201,Charlotte-Mecklenburg Police,6/1/2014 19:42,1200 BLOCK TOM HUNTER RD,Charlotte,North Carolina,35.277433,-80.785266,35.277433:-80.785266
NON-AGGRAVATED ASSAULT,20140601-1935-01,Charlotte-Mecklenburg Police,6/1/2014 19:35,7100 BLOCK PLEASANT GROVE RD,Charlotte,North Carolina,35.310281,-80.916048,35.310281:-80.916048
LARCENY-OTHER,20140601-1905-00,Charlotte-Mecklenburg Police,6/1/2014 19:05,3100 BLOCK EASTWAY DR,Charlotte,North Carolina,35.214571,-80.780865,35.214571:-80.780865
RESIDENTIAL BURGLARY,20140601-1904-02,Charlotte-Mecklenburg Police,6/1/2014 19:04,400 BLOCK ECHODALE DR,Charlotte,North Carolina,35.157866,-80.902282,35.157866:-80.902282
NON-AGGRAVATED ASSAULT,20140601-1856-02,Charlotte-Mecklenburg Police,6/1/2014 18:56,9300 BLOCK MONROE RD,Charlotte,North Carolina,35.144688,-80.74291,35.144688:-80.74291
LARCENY-OTHER,20140601-1854-00,Charlotte-Mecklenburg Police,6/1/2014 18:54,200 BLOCK S MCDOWELL ST,Charlotte,North Carolina,35.219547,-80.836286,35.219547:-80.836286
AUTO THEFT,20140601-1849-01,Charlotte-Mecklenburg Police,6/1/2014 18:49,6600 BLOCK BARRINGTON DR,Charlotte,North Carolina,35.244281,-80.745286,35.244281:-80.745286
SUSPICIOUS PERSON,O0601184704,Charlotte-Mecklenburg Police,6/1/2014 18:47,3100 BLOCK LONGSPUR DR,Charlotte,North Carolina,35.169881,-80.718422,35.169881:-80.718422
LARCENY FROM AUTO,20140601-1846-00,Charlotte-Mecklenburg Police,6/1/2014 18:46,4800 BLOCK N GRAHAM ST,Charlotte,North Carolina,35.279369,-80.805923,35.279369:-80.805923
RESIDENTIAL BURGLARY,20140601-1840-00,Charlotte-Mecklenburg Police,6/1/2014 18:40,11000 BLOCK POINT SOUTH DR,Charlotte,North Carolina,35.118415,-80.959086,35.118415:-80.959086
AUTO THEFT,20140601-1835-01,Charlotte-Mecklenburg Police,6/1/2014 18:35,1900 BLOCK INTERFACE LN,Charlotte,North Carolina,35.313859,-80.781315,35.313859:-80.781315
NON-AGGRAVATED ASSAULT,20140601-1825-00,Charlotte-Mecklenburg Police,6/1/2014 18:25,8300 BLOCK RIVERBIRCH DR,Charlotte,North Carolina,35.114657,-80.86982,35.114657:-80.86982
AGGRAVATED ASSAULT-OTHER WEAPON,20140601-1823-01,Charlotte-Mecklenburg Police,6/1/2014 18:23,1000 BLOCK GLENFIDDICH DR,Charlotte,North Carolina,35.251839,-80.769398,35.251839:-80.769398
SUSPICIOUS VEHICLE,O0601182300,Charlotte-Mecklenburg Police,6/1/2014 18:23,3100 BLOCK OLD IRONSIDE DR,Charlotte,North Carolina,35.286724,-80.737723,35.286724:-80.737723
SUSPICIOUS VEHICLE,O0601181500,Charlotte-Mecklenburg Police,6/1/2014 18:15,9200 BLOCK MITCHELL GLEN DR,Charlotte,North Carolina,35.040527,-80.814541,35.040527:-80.814541
LARCENY-OTHER,20140601-1810-02,Charlotte-Mecklenburg Police,6/1/2014 18:10,3200 BLOCK PINEVILLE-MATTHEWS RD,Charlotte,North Carolina,35.098843,-80.782825,35.098843:-80.782825
LARCENY-OTHER,20140601-1805-03,Charlotte-Mecklenburg Police,6/1/2014 18:05,5500 BLOCK JOSH BIRMINGHAM PY,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
NON-AGGRAVATED ASSAULT,20140601-1805-00,Charlotte-Mecklenburg Police,6/1/2014 18:05,8500 BLOCK SIENNA DR,Charlotte,North Carolina,35.250894,-80.716544,35.250894:-80.716544
SUSPICIOUS PERSON,O0601180501,Charlotte-Mecklenburg Police,6/1/2014 18:05,800 BLOCK AMBASSADOR ST,Charlotte,North Carolina,35.240527,-80.871863,35.240527:-80.871863
LARCENY-POCKET PICKING,20140601-1759-00,Charlotte-Mecklenburg Police,6/1/2014 17:59,5500 BLOCK JOSH BIRMINGHAM PY,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
SUSPICIOUS VEHICLE,O0601175101,Charlotte-Mecklenburg Police,6/1/2014 17:51,PENNYCROSS LN & CLARENCEFIELD DR,Charlotte,North Carolina,35.316075,-80.875692,35.316075:-80.875692
NON-AGGRAVATED ASSAULT,20140601-1749-01,Charlotte-Mecklenburg Police,6/1/2014 17:49,5500 BLOCK JOSH BIRMINGHAM PY,Charlotte,North Carolina,35.227087,-80.843127,35.227087:-80.843127
POSSESSION OF MARIJUANA,20140601-1738-02,Charlotte-Mecklenburg Police,6/1/2014 17:38,1500 BLOCK REMOUNT RD,Charlotte,North Carolina,35.215401,-80.882683,35.215401:-80.882683
POSSESSION OF MARIJUANA,20140601-1734-01,Charlotte-Mecklenburg Police,6/1/2014 17:34,1200 BLOCK W SUGAR CREEK RD,Charlotte,North Carolina,35.277326,-80.793165,35.277326:-80.793165
VANDALISM,20140601-1703-00,Charlotte-Mecklenburg Police,6/1/2014 17:03,5200 BLOCK WALNUT GROVE LANE,Charlotte,North Carolina,35.195571,-80.717645,35.195571:-80.717645
SUSPICIOUS VEHICLE,O0601165800,Charlotte-Mecklenburg Police,6/1/2014 16:58,PAINTED TREE RD & CARMEL RD,Charlotte,North Carolina,35.077218,-80.853723,35.077218:-80.853723
VANDALISM,20140601-1652-00,Charlotte-Mecklenburg Police,6/1/2014 16:52,6700 BLOCK WICKED OAK LN,Charlotte,North Carolina,35.298715,-80.908103,35.298715:-80.908103
NON-AGGRAVATED ASSAULT,20140601-1646-02,Charlotte-Mecklenburg Police,6/1/2014 16:46,8000 BLOCK UNIVERSITY RIDGE DR,Charlotte,North Carolina,35.289201,-80.735362,35.289201:-80.735362
NON-AGGRAVATED ASSAULT,20140601-1644-02,Charlotte-Mecklenburg Police,6/1/2014 16:44,2800 BLOCK BALTIMORE AV,Charlotte,North Carolina,35.20503,-80.872947,35.20503:-80.872947
LARCENY FROM AUTO,20140601-1643-00,Charlotte-Mecklenburg Police,6/1/2014 16:43,900 BLOCK THOMASBORO DR,Charlotte,North Carolina,35.254325,-80.891423,35.254325:-80.891423
LARCENY-SHOPLIFTING,20140601-1641-01,Charlotte-Mecklenburg Police,6/1/2014 16:41,500 BLOCK N TRYON ST,Charlotte,North Carolina,35.230085,-80.838369,35.230085:-80.838369
LARCENY-SHOPLIFTING,20140601-1639-00,Charlotte-Mecklenburg Police,6/1/2014 16:39,1800 BLOCK GALLERIA BV,Charlotte,North Carolina,35.136718,-80.7348,35.136718:-80.7348
SUSPICIOUS PERSON,O0601162604,Charlotte-Mecklenburg Police,6/1/2014 16:26,3900 BLOCK CONWAY AV,Charlotte,North Carolina,35.186601,-80.874007,35.186601:-80.874007
LARCENY FROM BUILDING,20140601-1617-01,Charlotte-Mecklenburg Police,6/1/2014 16:17,1700 BLOCK PEGRAM ST,Charlotte,North Carolina,35.231881,-80.814412,35.231881:-80.814412
LARCENY FROM AUTO,20140601-1607-00,Charlotte-Mecklenburg Police,6/1/2014 16:07,8600 BLOCK J M KEYNES DR,Charlotte,North Carolina,35.307759,-80.752246,35.307759:-80.752246
NON-AGGRAVATED ASSAULT,20140601-1604-02,Charlotte-Mecklenburg Police,6/1/2014 16:04,5800 BLOCK REDDMAN RD,Charlotte,North Carolina,35.20113,-80.751172,35.20113:-80.751172
AUTO THEFT,20140601-1553-01,Charlotte-Mecklenburg Police,6/1/2014 15:53,16800 BLOCK MACANTHRA DR,Charlotte,North Carolina,35.299375,-80.691397,35.299375:-80.691397
NON-AGGRAVATED ASSAULT,20140601-1548-03,Charlotte-Mecklenburg Police,6/1/2014 15:48,8400 BLOCK MONROE RD,Charlotte,North Carolina,35.155271,-80.748002,35.155271:-80.748002
NON-AGGRAVATED ASSAULT,20140601-1543-00,Charlotte-Mecklenburg Police,6/1/2014 15:43,1600 BLOCK PEGRAM ST,Charlotte,North Carolina,35.231062,-80.814993,35.231062:-80.814993
LARCENY-OTHER,20140601-1539-01,Charlotte-Mecklenburg Police,6/1/2014 15:39,900 BLOCK CHUCK WAGON CT,Charlotte,North Carolina,35.314497,-80.721528,35.314497:-80.721528
VANDALISM,20140601-1538-03,Charlotte-Mecklenburg Police,6/1/2014 15:38,9600 BLOCK RAINBOW FOREST DR,Charlotte,North Carolina,35.070585,-80.789295,35.070585:-80.789295
POSSESSION OF MARIJUANA,20140601-1531-00,Charlotte-Mecklenburg Police,6/1/2014 15:31,1400 BLOCK EASTCREST DR,Charlotte,North Carolina,35.213131,-80.794127,35.213131:-80.794127
LARCENY FROM AUTO,20140601-1528-00,Charlotte-Mecklenburg Police,6/1/2014 15:28,200 BLOCK STONE POST RD,Charlotte,North Carolina,35.138306,-80.894844,35.138306:-80.894844
LARCENY FROM BUILDING,20140601-1521-02,Charlotte-Mecklenburg Police,6/1/2014 15:21,9400 BLOCK PERIMETER STATION DR,Charlotte,North Carolina,35.345733,-80.852037,35.345733:-80.852037
LARCENY-OTHER,20140601-1515-03,Charlotte-Mecklenburg Police,6/1/2014 15:15,10000 BLOCK DABNEY DR,Charlotte,North Carolina,35.312559,-80.718632,35.312559:-80.718632
LARCENY-SHOPLIFTING,20140601-1512-02,Charlotte-Mecklenburg Police,6/1/2014 15:12,600 BLOCK E WOODLAWN RD,Charlotte,North Carolina,35.174372,-80.871326,35.174372:-80.871326
LARCENY-SHOPLIFTING,20140601-1509-03,Charlotte-Mecklenburg Police,6/1/2014 15:09,900 BLOCK METROPOLITAN AV,Charlotte,North Carolina,35.214771,-80.834484,35.214771:-80.834484
LARCENY-OTHER,20140601-1509-01,Charlotte-Mecklenburg Police,6/1/2014 15:09,8400 BLOCK EVERTON DR,Charlotte,North Carolina,35.132515,-80.936509,35.132515:-80.936509
LARCENY-OTHER,20140601-1506-02,Charlotte-Mecklenburg Police,6/1/2014 15:06,3300 BLOCK SCOTT FUTRELL DR,Charlotte,North Carolina,35.237659,-80.918647,35.237659:-80.918647
LARCENY-SHOPLIFTING,20140601-1506-00,Charlotte-Mecklenburg Police,6/1/2014 15:06,9500 BLOCK SOUTH BV,Charlotte,North Carolina,35.107595,-80.882188,35.107595:-80.882188
LARCENY FROM AUTO,20140601-1503-00,Charlotte-Mecklenburg Police,6/1/2014 15:03,1500 BLOCK NORLAND RD,Charlotte,North Carolina,35.208524,-80.777958,35.208524:-80.777958
NON-AGGRAVATED ASSAULT,20140601-1457-00,Charlotte-Mecklenburg Police,6/1/2014 14:57,1300 BLOCK N TRYON ST,Charlotte,North Carolina,35.237493,-80.828997,35.237493:-80.828997
FRAUD,20140601-1451-04,Charlotte-Mecklenburg Police,6/1/2014 14:51,5900 BLOCK CARPENTER DR,Charlotte,North Carolina,35.092965,-80.838386,35.092965:-80.838386
LARCENY FROM AUTO,20140601-1450-02,Charlotte-Mecklenburg Police,6/1/2014 14:50,8600 BLOCK BODKIN CT,Charlotte,North Carolina,35.254225,-80.662199,35.254225:-80.662199
NON-AGGRAVATED ASSAULT,20140601-1444-00,Charlotte-Mecklenburg Police,6/1/2014 14:44,4900 BLOCK REAGAN DR,Charlotte,North Carolina,35.27723,-80.79825,35.27723:-80.79825
NON-AGGRAVATED ASSAULT,20140601-1443-00,Huntersville Police,6/1/2014 14:43,7100 BLOCK GILEAD RD,Charlotte,North Carolina,35.183092,-80.882601,35.183092:-80.882601
LARCENY FROM BUILDING,20140601-1418-00,Charlotte-Mecklenburg Police,6/1/2014 14:18,1500 BLOCK MAINLINE BV,Charlotte,North Carolina,35.205343,-80.865018,35.205343:-80.865018
LARCENY-OTHER,20140601-1401-00,Charlotte-Mecklenburg Police,6/1/2014 14:01,8100 BLOCK OLD MALLARD CREEK RD,Charlotte,North Carolina,35.316892,-80.778693,35.316892:-80.778693
NON-AGGRAVATED ASSAULT,20140601-1358-00,Charlotte-Mecklenburg Police,6/1/2014 13:58,900 BLOCK S KINGS DR,Charlotte,North Carolina,35.206825,-80.836318,35.206825:-80.836318
SUSPICIOUS PERSON,O0601135200,Charlotte-Mecklenburg Police,6/1/2014 13:52,5000 BLOCK CHEVIOT RD,Charlotte,North Carolina,35.289713,-80.814183,35.289713:-80.814183
LARCENY-OTHER,20140601-1342-03,Charlotte-Mecklenburg Police,6/1/2014 13:42,10100 BLOCK GREEN HEDGE AV,Charlotte,North Carolina,35.371289,-80.797893,35.371289:-80.797893
SUSPICIOUS PERSON,O0601134102,Charlotte-Mecklenburg Police,6/1/2014 13:41,6100 BLOCK SOUTH BV,Charlotte,North Carolina,35.152019,-80.87653,35.152019:-80.87653
LARCENY-OTHER,20140601-1340-00,Charlotte-Mecklenburg Police,6/1/2014 13:40,2900 BLOCK OLD STEELE CREEK RD,Charlotte,North Carolina,35.210198,-80.908168,35.210198:-80.908168
RESIDENTIAL BURGLARY,20140601-1336-04,Charlotte-Mecklenburg Police,6/1/2014 13:36,3200 BLOCK EASTOVER RIDGE DR,Charlotte,North Carolina,35.194532,-80.811506,35.194532:-80.811506
LARCENY-SHOPLIFTING,20140601-1324-04,Charlotte-Mecklenburg Police,6/1/2014 13:24,1800 BLOCK GALLERIA BV,Charlotte,North Carolina,35.136718,-80.7348,35.136718:-80.7348
LARCENY-OTHER,20140601-1321-00,Charlotte-Mecklenburg Police,6/1/2014 13:21,1800 BLOCK REMOUNT RD,Charlotte,North Carolina,35.218784,-80.88352,35.218784:-80.88352
FRAUD,20140601-1319-03,Charlotte-Mecklenburg Police,6/1/2014 13:19,2200 BLOCK WESTINGHOUSE BV,Charlotte,North Carolina,35.129735,-80.941791,35.129735:-80.941791
LARCENY FROM AUTO,20140601-1309-00,Charlotte-Mecklenburg Police,6/1/2014 13:09,15200 BLOCK YORK RD,Charlotte,North Carolina,35.093913,-81.022058,35.093913:-81.022058
VANDALISM,20140601-1257-01,Charlotte-Mecklenburg Police,6/1/2014 12:57,5300 BLOCK FIRELIGHT LN,Charlotte,North Carolina,35.200557,-80.758213,35.200557:-80.758213
LARCENY FROM AUTO,20140601-1248-05,Charlotte-Mecklenburg Police,6/1/2014 12:48,8100 BLOCK ROSBERG LN,Charlotte,North Carolina,35.340102,-80.864982,35.340102:-80.864982
SUSPICIOUS PERSON,O0601124703,Charlotte-Mecklenburg Police,6/1/2014 12:47,E 36TH ST & HOLT ST,Charlotte,North Carolina,35.242118,-80.79798,35.242118:-80.79798
AUTO THEFT,20140601-1245-01,Charlotte-Mecklenburg Police,6/1/2014 12:45,8200 BLOCK SPRINGHEAD LN,Charlotte,North Carolina,35.25588,-80.662517,35.25588:-80.662517
RESIDENTIAL BURGLARY-STORAGE BLDG,20140601-1244-02,Charlotte-Mecklenburg Police,6/1/2014 12:44,12300 BLOCK PARKS FARM LN,Charlotte,North Carolina,35.047698,-80.805733,35.047698:-80.805733
VANDALISM,20140601-1232-01,Charlotte-Mecklenburg Police,6/1/2014 12:32,12300 BLOCK TARAGATE DR,Charlotte,North Carolina,35.143314,-80.950861,35.143314:-80.950861
RESIDENTIAL BURGLARY,20140601-1225-02,Charlotte-Mecklenburg Police,6/1/2014 12:25,5300 BLOCK GLENHAM DR,Charlotte,North Carolina,35.165019,-80.871004,35.165019:-80.871004
AUTO THEFT,20140601-1223-01,Charlotte-Mecklenburg Police,6/1/2014 12:23,4800 BLOCK THE PLAZA,Charlotte,North Carolina,35.25002,-80.774474,35.25002:-80.774474
LARCENY-SHOPLIFTING,20140601-1220-01,Charlotte-Mecklenburg Police,6/1/2014 12:20,9300 BLOCK N TRYON ST,Charlotte,North Carolina,35.31175,-80.743976,35.31175:-80.743976
LARCENY FROM AUTO,20140601-1210-03,Charlotte-Mecklenburg Police,6/1/2014 12:10,8400 BLOCK N TRYON ST,Charlotte,North Carolina,35.302319,-80.751931,35.302319:-80.751931
SUSPICIOUS PERSON,O0601120700,Charlotte-Mecklenburg Police,6/1/2014 12:07,300 BLOCK MATHESON AV,Charlotte,North Carolina,35.24105,-80.804756,35.24105:-80.804756
ARMED ROBBERY,20140601-1202-00,Charlotte-Mecklenburg Police,6/1/2014 12:02,1900 BLOCK MILTON RD,Charlotte,North Carolina,35.246342,-80.752868,35.246342:-80.752868
SUSPICIOUS VEHICLE,O0601115500,Charlotte-Mecklenburg Police,6/1/2014 11:55,3700 BLOCK EASTWAY DR,Charlotte,North Carolina,35.205134,-80.785032,35.205134:-80.785032
LARCENY FROM AUTO,20140601-1148-00,Charlotte-Mecklenburg Police,6/1/2014 11:48,8100 BLOCK PINEVILLE-MATTHEWS RD,Charlotte,North Carolina,35.087629,-80.856288,35.087629:-80.856288
AGGRAVATED ASSAULT-OTHER WEAPON,20140601-1132-01,Charlotte-Mecklenburg Police,6/1/2014 11:32,4200 BLOCK STRANGFORD AV,Charlotte,North Carolina,35.232271,-80.752521,35.232271:-80.752521
LARCENY FROM AUTO,20140601-1101-01,Charlotte-Mecklenburg Police,6/1/2014 11:01,500 BLOCK DEANNA LN,Charlotte,North Carolina,35.141616,-80.888965,35.141616:-80.888965
AUTO THEFT,20140601-1059-01,Charlotte-Mecklenburg Police,6/1/2014 10:59,5800 BLOCK CEDARS EAST CT,Charlotte,North Carolina,35.185399,-80.752574,35.185399:-80.752574
LARCENY FROM AUTO,20140601-1058-00,Charlotte-Mecklenburg Police,6/1/2014 10:58,4600 BLOCK CAPTAIN JACK CR,Charlotte,North Carolina,35.227914,-80.748486,35.227914:-80.748486
COMMERCIAL BURGLARY,20140601-1025-01,Charlotte-Mecklenburg Police,6/1/2014 10:25,1400 BLOCK S TRYON ST,Charlotte,North Carolina,35.21745,-80.854817,35.21745:-80.854817
POSSESSION OF MARIJUANA,20140601-1022-03,Charlotte-Mecklenburg Police,6/1/2014 10:22,1700 BLOCK DILWORTH RD EAST,Charlotte,North Carolina,35.204608,-80.846383,35.204608:-80.846383
SUSPICIOUS VEHICLE,O0601101001,Charlotte-Mecklenburg Police,6/1/2014 10:10,9600 BLOCK STEELE CREEK RD,Charlotte,North Carolina,35.160379,-80.970656,35.160379:-80.970656
LARCENY-OTHER,20140601-0952-00,Charlotte-Mecklenburg Police,6/1/2014 9:52,2800 BLOCK DALECREST DR,Charlotte,North Carolina,35.279365,-80.814284,35.279365:-80.814284
